text_id,speaker_id,gender,topics,conv_id,turn,text,length,age_cat,clean_text,label,trigram_pred
36512,S0439,F,"['holiday', 'barcelona', 'paris', 'future plans', 'the weekend', 'tv shows', 'food', 'family', 'boyfriends', '']",SLDD,394,yeah,1,19_29,yeah,0,0
56602,S0444,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,724,I was like here you go I don't agree with all these so here are the hundred and one ways that you score points with me so I wrote them all out while he was asleep,37,19_29,like go agree hundred one ways score points wrote asleep,0,0
67158,S0120,M,"['tv', 'languages', 'friends', 'holidays', 'offices', 'comedy']",SZXQ,675,"but <anon type=""address"" />?",3,19_29,anon type address,0,1
38105,S0486,F,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,362,"mm <pause dur=""short"" /> mm",2,50_plus,mm pause dur short mm,1,1
43485,S0289,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,892,"well <trunc>i</trunc> yeah they will lie to your face <pause dur=""short"" /> they will particularly tell you exactly what they think you need to hear in order to",24,50_plus,well trunc trunc yeah lie face pause dur short particularly tell exactly think need hear order,1,0
26247,S0254,F,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SESD,975,what does she look like then?,7,19_29,look like,0,0
38324,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,581,"and it and and it and this <trunc>th</trunc>these are lights <pause dur=""short"" /> changing they they love their neon lights",17,50_plus,trunc th trunc lights pause dur short changing love neon lights,1,0
21877,S0041,F,"['the military', 'magazines', 'films', 'computers']",SDAJ,363,"no <pause dur=""short"" /> I go <unclear /> movies <pause dur=""long"" />",5,19_29,pause dur short go unclear movies pause dur long,0,1
48066,S0139,F,['work'],SQ55,47,mm,1,19_29,mm,0,1
43818,S0012,M,['no info'],SP5U,16,<trunc>wi</trunc>,0,50_plus,trunc wi trunc,1,1
17661,S0447,M,"['exercise', 'phones', 'writing', 'post', 'theatre', 'work', 'tv', 'halloween', 'food', 'toilets', 'ghosts', 'exams', 'alcohol', 'future plans', 'songs', 'uni', 'manchester', 'cars', 'recruitment', 'sleeping']",SAG4,298,by next week? what he's coming up next week?,12,19_29,next week coming next week,0,0
47356,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,398,oh yes it was,4,50_plus,oh yes,1,1
745,S0362,M,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,1412,you <trunc>kn</trunc> she out of everybody,5,19_29,trunc kn trunc everybody,0,1
14036,S0326,M,"['computers', 'internet', 'university', 'exams', 'japan', 'tokyo', 'travel plans', 'plans for the future', 'restaurants']",S9E6,475,yeah how cheap is it?,6,19_29,yeah cheap,0,0
28839,S0428,F,"['work', 'plans', 'holidays', 'travel', 'norway']",SFR2,367,the insurance or whatever I'm sure it's all sorted but you have access to a car and it's a green one and,25,19_29,insurance whatever sure sorted access car green one,0,1
4693,S0013,F,['no info'],S45F,174,for painting,2,50_plus,painting,1,1
32909,S0192,M,"['excellent tv programmes', 'horrible documentaries', 'animal harm', 'organic farming', 'politics', 'books', 'instruments', 'food', 'recording', 'jobs', 'travelling', 'spice', 'friends', 'you tube videos', 'brighton & hove ']",SJ88,162,yeah,1,19_29,yeah,0,0
11355,S0157,F,"['fashion', 'language', 'work']",S7Z8,47,yeah,1,19_29,yeah,0,0
62244,S0651,M,['what to do for the tape. consultation process. business case. rationale for location of new project. organisation of local health services. relationships with hospices. patient health. nursing of people at end of life. politics and geography. health budgets. use of estate agents. what new building might look like.'],SY5K,321,the merging of health and social care will have to happen,11,50_plus,merging health social care happen,1,1
30680,S0202,F,"['friendships', 'relationships', 'making plans']",SGHZ,574,yeah,1,19_29,yeah,0,0
46261,S0486,F,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,669,oh wonderful,2,50_plus,oh wonderful,1,1
10769,S0530,F,"['the future and old age', 'art', 'essays', 'computer games']",S7NV,703,so much fun enjoy,4,19_29,much fun enjoy,0,0
4771,S0012,M,['no info'],S45F,252,"no <pause dur=""short"" /> oh eh <pause dur=""short"" /> em <pause dur=""short"" /> <anon nameType=""f"" type=""name"" /> and <anon nameType=""m"" type=""name"" /> they'd they'd like blueberry pie?",15,50_plus,pause dur short oh eh pause dur short em pause dur short anon nametype f type name anon nametype type name like blueberry pie,1,0
51400,S0584,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,389,right let's get cracking away,6,19_29,right let get cracking away,0,1
33222,S0265,M,['travel and domestic arrangements'],SJAW,146,grated cheese,2,50_plus,grated cheese,1,0
54020,S0529,F,"['university doubts', 'future careers', 'celebrities', 'babies']",STMM,1339,"I don't <pause dur=""short"" /> I really don't",7,19_29,pause dur short really,0,0
12627,S0680,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,664,yes,1,50_plus,yes,1,1
8698,S0355,M,"['business idea', 'friends', 'international news.']",S6AP,6,"right? <pause dur=""short"" /> what does he fancy doing there?",9,50_plus,right pause dur short fancy,1,0
5016,S0084,F,[],S48K,642,okay,1,19_29,okay,0,0
44611,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,39,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,1,0
11442,S0428,F,"['recordings', 'christmas', 'm&s', 'hampers']",S7ZF,25,yeah,1,19_29,yeah,0,0
7673,S0015,F,['bringing my daughter from abroad to live here'],S5ER,586,"because she'll think you only want <anon nameType=""f"" type=""name"" /> for the <unclear />",11,50_plus,think want anon nametype f type name unclear,1,0
55854,S0084,F,"['food', 'identity', 'friends']",SV2V,94,"I suppose that's that is the danger <pause dur=""short"" /> I <trunc>c</trunc> I had the sat nav on my phone when I drove to <anon type=""place"" /> last week <pause dur=""short"" /> and I have no idea like if it's east west north south",37,19_29,suppose danger pause dur short trunc c trunc sat nav phone drove anon type place last week pause dur short idea like east west north south,0,0
63920,S0646,F,['having and being treated for cancer. knowledge and terminology. attitudes of younger women to sex. talking to and being examined by doctors. symptoms. screening and testing. personal experiences. types of cancer. assisted fertility treatments. process of investigation at hospital. being given the news. men’s experience. being a woman after surgery. marital relations afterwards. 1970s feminist messages. need for radical surgery.'],SYX3,222,and and and it and then coming back to the thing about what oncologists say to your a GP it was only much later on kind of right almost at the end of the cancer treatment that she she put something in the letter to the GP which suggested that it had actually gone into the fallopian tubes and it was because it was in the fallopian tubes that I got bleeding,72,50_plus,coming back thing oncologists say gp much later kind right almost end cancer treatment put something letter gp suggested actually gone fallopian tubes fallopian tubes got bleeding,1,1
23660,S0015,F,"['recent news', 'personal situation']",SDJ9,556,"and the principal well he'd gone with his money so but I know what happened they they had a massive new state-of-the-art building of one of the erm satellite centres in <anon type=""place"" /> and I watched it being built cos <anon nameType=""f"" type=""name"" /> was at college there erm and it you know oh I'm having this place just two little extensions you know whatever your budget you start with you can double it and that's closer on what it would be but theirs probably was more cost it went over a long time and erm like you know you get your buildings are in a <unclear /> they'll get them sorted but once you've done that you've got all the furnishings and the",125,50_plus,principal well gone money know happened massive new state art building one erm satellite centres anon type place watched built cos anon nametype f type name college erm know oh place two little extensions know whatever budget start double closer would probably cost went long time erm like know get buildings unclear get sorted done got furnishings,1,1
50979,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,860,well it's it's like a three grand might be worth,12,19_29,well like three grand might worth,0,0
7634,S0015,F,['bringing my daughter from abroad to live here'],S5ER,547,sort of a a threat to you at the moment,10,50_plus,sort threat moment,1,1
8302,S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,558,yeah it's cool,4,19_29,yeah cool,0,0
25545,S0041,F,"['friendships', 'relationships', 'clothes']",SEGU,1326,these people provide accommodation no matter what,7,19_29,people provide accommodation matter,0,0
52148,S0679,F,"['local authority trees outside anon’s house', 'leeds triathlon and disruption on 12 june', 'about selling things to a shop in harehills', 'leeds', 'other shops in leeds', 'bicycle', 'bags for life carrier bags local authority recycling and bin issues']",SRWD,233,mm,1,50_plus,mm,1,1
34075,S0530,F,"['questioning what do isis stand for', 'politics', 'the paris attacks', 'university stresses', 'the mental health stigma', 'films', 'university societies', '']",SJV7,1133,look at you in your little hat,7,19_29,look little hat,0,0
11392,S0157,F,"['fashion', 'language', 'work']",S7Z8,211,yeah,1,19_29,yeah,0,0
9709,S0529,F,"['the day', 'gossip about flatmate who got their taxi paid by ']",S6JL,461,"it it's just difficult to talk to him like a <pause dur=""short"" /> you know? like someone you have to live with and it's",24,19_29,difficult talk like pause dur short know like someone live,0,0
58328,S0428,F,"['holidays', 'jobs', 'family', 'visiting countries']",SWD7,116,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,0,0
58058,S0444,F,['work and friend’s relationship with boyfriend. '],SVPK,79,"there was also <anon nameType=""m"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> today and yesterday who sleep over at weekends so",15,19_29,also anon nametype type name anon nametype f type name today yesterday sleep weekends,0,1
1745,S0238,F,"['hand-thrown mugs', 'milk', 'weather', 'spiders', 'gardening (several times)', 'power cuts', 'birds', 'decorating', 'some friends of anon', 'a local festival', 'an accident in the home']",S2UT,553,"so that doesn't really fit and at the moment <pause dur=""short"" /> unless I can get my stomach under control it's not really very comfortable I wouldn't be very comfortable being in somebody else's house",36,50_plus,really fit moment pause dur short unless get stomach control really comfortable comfortable somebody else house,1,1
54953,S0084,F,[],SU82,2686,mhm,1,19_29,mhm,0,0
47881,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,923,that saved so much time it would have been otherwise would have been days and days and days and days and days at Kew going through,26,50_plus,saved much time would otherwise would days days days days days kew going,1,1
58926,S0427,M,"['home decorating', 'bathrooms', 'tradespeople', 'kitchens; talk about friends']",SWW8,374,it's black and then I thought I could save myself some money it'll be black downstairs in the little toilet,22,50_plus,black thought could save money black downstairs little toilet,1,1
35215,S0281,M,"['buses', ""day's activities"", 'pension', 'sleep']",SKNF,331,oh in the end well no,6,50_plus,oh end well,1,1
55090,S0084,F,[],SU82,3312,that <trunc>ma</trunc>,1,19_29,trunc trunc,0,1
56117,S0041,F,"['food', 'identity', 'friends']",SV2V,1201,"you shouldn't really do that <pause dur=""short"" /> it is England",9,19_29,really pause dur short england,0,0
20968,S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,284,sure,1,50_plus,sure,1,1
36904,S0628,F,"['politics (racisim)', 'what we have ordered', 'work politics', 'housing', 'capitalism']",SLH6,1137,yeah it makes sense,4,19_29,yeah makes sense,0,0
44058,S0012,M,['no info'],SP5U,256,"oh <pause dur=""short"" /> yeah <pause dur=""short"" /> and you used to get sort of burns as you went round <vocal desc=""laugh"" /> you went",16,50_plus,oh pause dur short yeah pause dur short used get sort burns went round vocal desc laugh went,1,1
50399,S0276,F,"['friday evening', 'valentine’s day', 'cinema', 'movies', 'food', 'restaurants', 'problems', 'shopping', 'accents']",SRCA,32,yeah you didn't see those bits but you saw once you didn't saw that but you saw like pubic hair on both of them,26,19_29,yeah see bits saw saw saw like pubic hair,0,0
19024,S0264,M,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']",SCQC,73,oh that's gonna be a nightmare,8,50_plus,oh gonna nightmare,1,0
57549,S0427,M,"[""how was your weekend; football players' young children; snooker players; gardening; marking students' work; entry ino the police force and the armed forces""]",SVN6,46,"midnight or something like that <vocal desc=""laugh"" />",5,50_plus,midnight something like vocal desc laugh,1,0
32082,S0679,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,333,<unclear />,1,50_plus,unclear,1,0
15567,S0268,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,181,mm when did you last see him?,8,50_plus,mm last see,1,1
55459,S0439,F,"['yoga', 'neighbours', 'singing', 'relationships', 'future']",SUPB,437,do you think <trunc>y</trunc>,3,19_29,think trunc trunc,0,0
10386,S0281,M,"['religion', 'international events', 'life', 'education.']",S7K2,321,"<vocal desc=""sigh"" /> do you wanna watch the box?",8,50_plus,vocal desc sigh wanna watch box,1,0
21856,S0084,F,"['the military', 'magazines', 'films', 'computers']",SDAJ,288,I thought it was fine and she fitted it all for me which was quite nice because I would never have been able to do that,26,19_29,thought fine fitted quite nice would never able,0,0
66803,S0486,F,"['swedish massage', 'hospice', 'nursery education', 'wife', 'female equality', 'terminology', 'the me event next year and the involvement of women.']",SZT4,205,we'll have to <trunc>sh</trunc> you'll have to shout you see erm so erm are you involved in this erm show that they're going to put on next year?,31,50_plus,trunc sh trunc shout see erm erm involved erm show going put next year,1,1
58611,S0427,M,"['home decorating', 'bathrooms', 'tradespeople', 'kitchens; talk about friends']",SWW8,59,"yeah he's even told me how to get it done cheaply <pause dur=""short"" /> like going to <unclear />",16,50_plus,yeah even told get done cheaply pause dur short like going unclear,1,0
51812,S0439,F,"['sport', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work']",SRRS,365,until she goes?,4,19_29,goes,0,0
27978,S0167,F,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']",SFLB,949,"yeah I think if I went on a week's skiing holiday that would be good <pause dur=""short"" /> but",17,19_29,yeah think went week skiing holiday would good pause dur short,0,0
51330,S0584,M,"['planning for a charity rally: visa application discussions', 'donations', 'planning', 'passport photos: printing/taking', 'putting ads on gumtree']",SRNC,31,"or you split it up into like four different <vocal desc=""laugh"" />",9,19_29,split like four different vocal desc laugh,0,0
57341,S0179,M,"['dancing lessons', 'holidays', 'old english', 'university work', 'tv shows', 'ageism', 'celebrities', 'friends', 'charities', 'the route for the journey', 'football', 'medicine', 'cars', 'lovefilm', 'metric and imperial', 'song lyrics.']",SVH7,848,you'd have to do an awful <trunc>lar</trunc> <trunc>l</trunc> large sample size,10,19_29,awful trunc lar trunc trunc l trunc large sample size,0,1
38800,S0179,M,"['jobs', 'education']",SLTU,325,as in sort of even when I was at school and this is me I had a part-time job as in I did it like three or four times and I still actually had that experience,36,19_29,sort even school part time job like three four times still actually experience,0,1
52853,S0012,M,['no info'],ST64,354,mm well,2,50_plus,mm well,1,1
38469,S0013,F,['no info'],SLMK,4,oh really?,3,50_plus,oh really,1,0
14705,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,510,yeah,1,50_plus,yeah,1,0
11720,S0679,F,"['what to have for supper and other meals', 'using passenger assistance on the railway', 'catching train at leeds station', 'using text messaging', 'experiences of receiving text notifications']",S8Q6,145,yes and then I went to that day texting conference,10,50_plus,yes went day texting conference,1,1
33186,S0265,M,['travel and domestic arrangements'],SJAW,110,mm,1,50_plus,mm,1,1
7922,S0281,M,['bringing my daughter from abroad to live here'],S5ER,835,"responsibility and the inconvenience of it all <pause dur=""short"" /> although she said her mother can look after her in <anon type=""place"" />",18,50_plus,responsibility inconvenience pause dur short although said mother look anon type place,1,1
36318,S0086,M,"['friendships', 'exercise', 'work ']",SLDB,605,it's em I don't know,7,19_29,em know,0,0
61418,S0530,F,"['dropping out of university', 'childhood', 'dirty shoes', 'name origins']",SXSM,211,I've not had any breakdowns like did at my old uni which is good like I used to <trunc>s</trunc> like get up in the morning and like just cry for no reason,32,19_29,breakdowns like old uni good like used trunc trunc like get morning like cry reason,0,0
50023,S0238,F,"['birdsong identification', 'alarm clocks', 'feeding birds', 'the dentist', 'nosebleeds', 'feeding birds', 'gardening', 'elderly women', 'throat cancer', 'mutual friends']",SRBZ,254,mm,1,50_plus,mm,1,1
2145,S0674,M,"['music; bands', 'drumming', 'live and albums', 'mutual friends', 'internships', 'plans ']",S2YK,809,so basically William Matthews is on stage and he starts erm Deep Cries Out Reggae,15,19_29,basically william matthews stage starts erm deep cries reggae,0,1
51042,S0253,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,1120,oh yeah,2,19_29,oh yeah,0,0
49506,S0167,F,"['relationships', 'food', 'work', 'studying', 'family', 'future plans', 'domestic issues', 'birthdays']",SR96,27,no I don't know anyone up there it's also like do I really want to be away in Yorkshire for so long?,25,19_29,know anyone also like really want away yorkshire long,0,0
4212,S0247,F,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,97,yeah and you can't do anything about it so you,11,50_plus,yeah anything,1,0
47605,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,647,oh,1,50_plus,oh,1,0
43322,S0282,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,729,mm,1,50_plus,mm,1,1
65868,S0439,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,19,they like one of the parks and town was like every day they had music,15,19_29,like one parks town like every day music,0,0
27903,S0375,F,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']",SFLB,612,honestly I read I read a er I'm always reading studies these days and that's why I'm not in a relationship cos I read all about them so much,32,19_29,honestly read read er always reading studies days relationship cos read much,0,0
64233,S0282,F,['having and being treated for cancer. knowledge and terminology. attitudes of younger women to sex. talking to and being examined by doctors. symptoms. screening and testing. personal experiences. types of cancer. assisted fertility treatments. process of investigation at hospital. being given the news. men’s experience. being a woman after surgery. marital relations afterwards. 1970s feminist messages. need for radical surgery.'],SYX3,535,yes,1,50_plus,yes,1,1
11372,S0157,F,"['fashion', 'language', 'work']",S7Z8,129,August,1,19_29,august,0,0
13453,S0013,F,['no info'],S9DE,74,and then I put down some sort of meal that we'd left in the fridge,16,50_plus,put sort meal left fridge,1,0
15983,S0167,F,"['tv shows', 'current affairs', 'personal situations', 'family', 'work', 'future plans', 'friends', 'finances']",S9MK,257,"like I could commute at first or stay with my uncle depending on whether it's close to him or not but <pause dur=""short"" /> yeah then eventually I'd wanna move there",31,19_29,like could commute first stay uncle depending whether close pause dur short yeah eventually wanna move,0,0
46715,S0530,F,"['terrorism', 'politics', 'men', 'a small worm found in a box of raspberries', '']",SPYD,797,yeah,1,19_29,yeah,0,0
9332,S0486,F,"['childhood', 'life issues', 'family history', 'burns and the treatment given.']",S6J8,20,mm,1,50_plus,mm,1,1
54844,S0041,F,[],SU82,2201,"mm <pause dur=""short"" /> was spending half their days",6,19_29,mm pause dur short spending half days,0,1
21342,S0439,F,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']",SD92,136,"then you've got council tax and you've got bills and you've got travel and you know and it's just <pause dur=""short"" /> everything adds up",26,19_29,got council tax got bills got travel know pause dur short everything adds,0,0
38333,S0486,F,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,590,they're doing tai chi,5,50_plus,tai chi,1,0
48592,S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",SQRA,496,"I know <pause dur=""short"" /> I I shouldn't I know and I'm I'm an idiot cos I should've <pause dur=""short"" /> if I was a nice person <pause dur=""short"" /> I should've just like <unclear>no</unclear>",30,19_29,know pause dur short know idiot cos pause dur short nice person pause dur short like unclear unclear,0,0
9935,S0058,F,"['internet', 'work', 'politics', 'weather', 'cooking', 'health', 'house prices']",S72Q,349,"<vocal desc=""laugh"" /> Yes <pause dur=""short"" /> leaving that aside <pause dur=""short"" /> quite a jolly little night at the theatre",12,19_29,vocal desc laugh yes pause dur short leaving aside pause dur short quite jolly little night theatre,0,1
22081,S0486,F,"['military experience', 'career', 'meeting his wife', 'places in taunton.']",SDEX,137,yes,1,50_plus,yes,1,1
20570,UNKMALE,M,"['food', 'holidays']",SD6X,1690,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,0,0
47503,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,545,so as usual a completely disproportionate response to er,9,50_plus,usual completely disproportionate response er,1,1
23677,S0015,F,"['recent news', 'personal situation']",SDJ9,573,oh right I should think so,6,50_plus,oh right think,1,1
37322,S0681,M,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,412,"no we've got the Christmas the <anon type=""place"" /> Christmas lunch",10,50_plus,got christmas anon type place christmas lunch,1,1
59367,S0486,F,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,1,right,1,50_plus,right,1,1
42593,S0585,F,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,2451,yeah exactly nicer,3,19_29,yeah exactly nicer,0,0
42598,S0282,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,5,mm,1,50_plus,mm,1,1
25354,S0041,F,"['friendships', 'relationships', 'clothes']",SEGU,557,"ah <pause dur=""short"" /> that is a good plan",6,19_29,ah pause dur short good plan,0,0
6072,S0275,F,"['going out', 'university', 'food and drink']",S4ZA,127,but whenever I go out they never have,8,19_29,whenever go never,0,0
32460,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,711,"erm I don't no I think it was Dolcis er it's in <anon type=""place"" /> maybe",16,50_plus,erm think dolcis er anon type place maybe,1,1
61865,S0084,F,"['exercise', 'relationships']",SXWH,662,"drink? That was what he did <pause dur=""short"" /> yeah <pause dur=""short"" /> just just to just to know that I he might not be a complete twat but just a FYI",27,19_29,drink pause dur short yeah pause dur short know might complete twat fyi,0,0
3735,S0253,M,"['packing for a holiday', 'clothes', 'energy bills', 'eating', 'muse', 'football', 'e-cigarettes', 'plans for a weekend', 'holiday money', 'taxis', 'a friend’s stag party', 'airports', 'reading', 'a friend visiting germany', 'plans for christmas', 'the scottish referendum for independence', 'royal family', 'increasing cost rail travel', 'a friend’s cat']",S3DA,372,that's pretty good Penny Crayon,6,19_29,pretty good penny crayon,0,0
16759,S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,722,erm there you know they'd be I I can't come,12,50_plus,erm know come,1,1
59766,S0526,M,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,400,oh,1,50_plus,oh,1,0
13171,S0195,M,"['linguistics recording', 'friends', 'pregnancy', 'reunions', 'colloquialisms', 'post', 'chores', 'money and budgets', 'salary', 'marriage', 'joint bank accounts', 'south korea', 'education', 'tv', 'shopping', 'weather', 'childbirth', 'children', 'future plans', 'living abroad', 'university', 'form filling', 'accent', 'spanish', 'cigarettes', 'cost of living', 'old jobs', '']",S97Z,1050,mm,1,19_29,mm,0,1
63040,S0012,M,"['looking at pictures', 'dentists', 'gardening']",SYDJ,243,"they built all them big er skyscraper things like <anon type=""place"" /> and all that",13,50_plus,built big er skyscraper things like anon type place,1,1
12979,S0192,M,"['linguistics recording', 'friends', 'pregnancy', 'reunions', 'colloquialisms', 'post', 'chores', 'money and budgets', 'salary', 'marriage', 'joint bank accounts', 'south korea', 'education', 'tv', 'shopping', 'weather', 'childbirth', 'children', 'future plans', 'living abroad', 'university', 'form filling', 'accent', 'spanish', 'cigarettes', 'cost of living', 'old jobs', '']",S97Z,207,yeah yeah but they don't say holiday they just say vacation,12,19_29,yeah yeah say holiday say vacation,0,0
48922,S0015,F,['health issues'],SQS3,325,"but <pause dur=""short"" /> I know erm <pause dur=""short"" /> short term if you're there just like overnight you're alright but I think it's when you have to stay there for any length of time <pause dur=""short"" /> that then becomes a problem",37,50_plus,pause dur short know erm pause dur short short term like overnight alright think stay length time pause dur short becomes problem,1,0
52782,S0012,M,['no info'],ST64,283,what do you want me to do? go out,10,50_plus,want go,1,0
59400,S0526,M,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,34,mustn't rub it obviously,5,50_plus,rub obviously,1,0
46979,S0282,F,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,21,to see babies,3,50_plus,see babies,1,0
15051,S0526,M,"['membership of a society', 'life information', 'some technical engineering subjects.']",S9F7,7,"it went <pause dur=""short"" /> for road haulage <pause dur=""short"" /> but the road hauliers didn't like it they said it was too big <pause dur=""short"" /> converted to a showman's engine the showman didn't like it <pause dur=""short"" /> because they said it was too big <pause dur=""short"" /> and subsequently the wheels were cut back to make it better for <pause dur=""short"" /> british roads <pause dur=""short"" /> the steering was moved from one side to the other for the same reason <pause dur=""short"" /> and it went back into service as a road locomotive heavy haulage",78,50_plus,went pause dur short road haulage pause dur short road hauliers like said big pause dur short converted showman engine showman like pause dur short said big pause dur short subsequently wheels cut back make better pause dur short british roads pause dur short steering moved one side reason pause dur short went back service road locomotive heavy haulage,1,0
29298,S0491,F,"['work and childhood', 'general life.']",SFYX,384,and that was that is something I do,8,50_plus,something,1,0
56194,S0084,F,"['food', 'identity', 'friends']",SV2V,1530,we're in two thousand and twelve,7,19_29,two thousand twelve,0,0
44911,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,339,"yeah so <anon nameType=""m"" type=""name"" /> had to do that",7,50_plus,yeah anon nametype type name,1,0
8174,S0189,M,"['computers', 'travelling', 'computer games', 'selling stuff', 'books', 'movies', 'microphone positioning', 'instructions', 'game play. ']",S682,12,it's the Mac operating system,6,19_29,mac operating system,0,1
