speaker_id,conv_id,turn,text,length,label
S0336,S2C9,835,your card is up there,5,19_29
S0362,S2C9,836,it is there?,4,19_29
S0336,S2C9,837,but it might be up,5,19_29
S0362,S2C9,838,"do you know what? like I was for a minute I was cos <anon nameType=""f"" type=""name"" /> came to drop it in",20,19_29
S0336,S2C9,839,yeah no I definitely,4,19_29
S0362,S2C9,840,I was like,3,19_29
S0336,S2C9,841,I definitely got it,4,19_29
S0362,S2C9,842,I really hope,3,19_29
S0336,S2C9,843,if it's,3,19_29
S0362,S2C9,844,it's in the right place,6,19_29
S0336,S2C9,845,"if it's not there it might be up here somewhere <pause dur=""short"" /> is it that one? yeah",17,19_29
S0362,S2C9,846,"yeah you've got it that's fine <vocal desc=""laugh"" />",8,19_29
S0336,S2C9,847,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,848,"I just had it in my head that <anon nameType=""f"" type=""name"" /> had popped it in",13,19_29
S0336,S2C9,849,yeah no,2,19_29
S0362,S2C9,850,into the wrong place,4,19_29
S0336,S2C9,851,er it was here waiting for you when I got home,11,19_29
S0362,S2C9,852,<trunc>g</trunc> oh good,2,19_29
S0336,S2C9,853,erm yeah like obviously I'd be I'd be supportive if they got married,15,19_29
S0362,S2C9,854,yeah of course you would,5,19_29
S0336,S2C9,855,"and I do like it I do like the guy it's not like I have an agenda against him I'm just <pause dur=""short"" /> just a bit cautious",27,19_29
S0362,S2C9,856,that's you're allowed to be,7,19_29
S0336,S2C9,857,mm,1,19_29
S0362,S2C9,858,"just to let you know I'm not cautious about <anon nameType=""m"" type=""name"" /> so you're alright",15,19_29
S0336,S2C9,859,ta,1,19_29
S0362,S2C9,860,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,861,but,1,19_29
S0362,S2C9,862,"what did you eat at <anon type=""place"" /> last night?",9,19_29
S0336,S2C9,863,"erm <pause dur=""long"" /> had scampi and chips actually",6,19_29
S0362,S2C9,864,did you?,3,19_29
S0336,S2C9,865,"yeah <pause dur=""short"" /> erm <pause dur=""short"" /> I have actually weirdly like always struggle to find something I wanna eat on that menu like",20,19_29
S0362,S2C9,866,"<vocal desc=""laugh"" /> it can be like that can't it?",9,19_29
S0336,S2C9,867,I mean it is a bit of a weird menu like,11,19_29
S0362,S2C9,868,especially if you don't wanna spend it's too high,12,19_29
S0336,S2C9,869,"yeah <pause dur=""short"" /> erm <pause dur=""short"" /> it was either that or the cheeseburger",9,19_29
S0362,S2C9,870,I always feel that's a disappointing size,8,19_29
S0336,S2C9,871,"mm <pause dur=""short"" /> I was really happy we erm they charged like cod and chip prices and let us have like scampi and chips so I'm quite impressed it was like ten I think actually <anon nameType=""f"" type=""name"" /> they charged her like twelve pound and er like had loads of drinks and stuff as well so I didn't complain",57,19_29
S0362,S2C9,872,"you get a lot <pause dur=""short"" /> it's nice to know somebody is",11,19_29
S0336,S2C9,873,exactly,1,19_29
S0362,S2C9,874,and charging something like that,5,19_29
S0336,S2C9,875,we erm,2,19_29
S0362,S2C9,876,"is <anon nameType=""f"" type=""name"" /> single?",4,19_29
S0336,S2C9,877,"yeah not much I think like she's taking it in her stride to be fair <pause dur=""short"" /> but I think it is shit for her because obviously her closest friends are all in relationships now <pause dur=""long"" />",34,19_29
S0362,S2C9,878,"do you know any more about the sacking of <anon nameType=""f"" type=""name"" />?",11,19_29
S0336,S2C9,879,the what?,3,19_29
S0362,S2C9,880,"that <anon nameType=""f"" type=""name"" /> doesn't work for them anymore?",9,19_29
S0336,S2C9,881,no,1,19_29
S0362,S2C9,882,do you know about that no?,7,19_29
S0336,S2C9,883,no,1,19_29
S0362,S2C9,884,oh,1,19_29
S0336,S2C9,885,I didn't hear anything about that,7,19_29
S0362,S2C9,886,oh right,2,19_29
S0336,S2C9,887,"erm <pause dur=""short"" /> I actually think like I think <anon nameType=""f"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> have actually been really annoying cos like <pause dur=""short"" /> I think I think <anon nameType=""f"" type=""name"" />'s tried to get close with like other girls <pause dur=""short"" /> obviously because she still wants to go out and she still wants to meet people and stuff",48,19_29
S0362,S2C9,888,yeah,1,19_29
S0336,S2C9,889,you know how bitchy they are I think they're all like winding her up and like,17,19_29
S0362,S2C9,890,exactly,1,19_29
S0336,S2C9,891,telling her that she can't have other friends and all this kind of shit,15,19_29
S0362,S2C9,892,"<vocal desc=""laugh"" /> cos they they don't wanna go out all the time",12,19_29
S0336,S2C9,893,no,1,19_29
S0362,S2C9,894,obviously on days and nights off she does,8,19_29
S0336,S2C9,895,I know but,3,19_29
S0362,S2C9,896,"<pause dur=""short"" /> what as in like friends from work?",8,19_29
S0336,S2C9,897,"yeah I think so and I think also like you know like <anon nameType=""f"" type=""name"" />'s <anon nameType=""f"" type=""name"" /> loves going out the only reason she's not going out is cos she's trying to save some money so she probably doesn't like the fact that someone is like having a good time",51,19_29
S0362,S2C9,898,"<vocal desc=""laugh"" /> <pause dur=""short"" /> do they go out regularly?",6,19_29
S0336,S2C9,899,erm,1,19_29
S0362,S2C9,900,I've not gone out in town for years well,10,19_29
S0336,S2C9,901,they used to go out,5,19_29
S0362,S2C9,902,about a year,3,19_29
S0336,S2C9,903,"fairly regularly <pause dur=""short"" /> they don't now anymore",7,19_29
S0362,S2C9,904,they're not,3,19_29
S0336,S2C9,905,"no <pause dur=""long"" />",1,19_29
S0362,S2C9,906,"so how's <anon nameType=""f"" type=""name"" />'s house? have you have you seen it?",14,19_29
S0336,S2C9,907,"erm I have seen it but only briefly erm I picked her up <pause dur=""short"" /> when we went to <anon type=""place"" /> in October but",21,19_29
S0362,S2C9,908,yeah,1,19_29
S0336,S2C9,909,I haven't actually seen it,6,19_29
S0362,S2C9,910,"has <anon nameType=""f"" type=""name"" /> been living there?",6,19_29
S0336,S2C9,911,"yeah I think so <pause dur=""long"" />",4,19_29
S0362,S2C9,912,"is <anon nameType=""f"" type=""name"" /> still with <anon nameType=""n"" type=""name"" /> yeah?",7,19_29
S0336,S2C9,913,mm,1,19_29
S0362,S2C9,914,how's that been for her? I don't think it'll last personally but,16,19_29
S0336,S2C9,915,I don't think she even wants it to last like I think it's keeping her occupied at the moment I think she likes having someone to spend time with,31,19_29
S0362,S2C9,916,yeah,1,19_29
S0336,S2C9,917,but I don't think I don't think he I don't even think she sees him as like long-term,21,19_29
S0362,S2C9,918,boyfriend material,2,19_29
S0336,S2C9,919,no,1,19_29
S0362,S2C9,920,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,921,"like even last night she was like <pause dur=""long"" /> we were talking about her birthday in May <pause dur=""short"" /> apparently she's having like a Great Gatsby themed like garden party type thing",29,19_29
S0362,S2C9,922,sounds cool,2,19_29
S0336,S2C9,923,"yeah and she was like oh don't remind me I'm twenty-five blah-blah-blah and I was like why do you care? like twenty-five is no worse than twenty-four is it? and then <anon nameType=""f"" type=""name"" /> said oh it's because erm <pause dur=""short"" /> she'll be twenty-five and <anon nameType=""m"" type=""name"" /> will only be twenty <pause dur=""short"" /> I'm like well I don't really see why that's a huge problem but I don't know",72,19_29
S0362,S2C9,924,only it's only a problem if everyone gives you stick about it,13,19_29
S0336,S2C9,925,mm,1,19_29
S0362,S2C9,926,this is amazing by the way,6,19_29
S0336,S2C9,927,"yeah erm well I was just thinking like if it bothered you now it's always gonna bother you <pause dur=""short"" /> like at what point do you think oh actually the age difference doesn't bother me anymore?",38,19_29
S0362,S2C9,928,probably will yeah,3,19_29
S0336,S2C9,929,"so and she's made comments to me before like <pause dur=""short"" /> oh you know he still wants to go off and do things and I'm settled and all this kind of stuff and I'm like well you know his plans could change like",44,19_29
S0362,S2C9,930,"and he is twenty <anon nameType=""m"" type=""name"" /> so you can <trunc>har</trunc>",8,19_29
S0336,S2C9,931,yeah,1,19_29
S0362,S2C9,932,that's like if you think about what you were like,11,19_29
S0336,S2C9,933,exactly,1,19_29
S0362,S2C9,934,"you were like your second year at uni <pause dur=""short"" /> at twenty",10,19_29
S0336,S2C9,935,"erm <pause dur=""short"" /> but yeah she's keeping him I mean he's keeping her occupied for now <pause dur=""short"" /> and I think she's got so much on at work I think she probably likes having a really easy relationship like",38,19_29
S0362,S2C9,936,cos he's got no like,6,19_29
S0336,S2C9,937,yeah,1,19_29
S0362,S2C9,938,"<vocal desc=""laugh"" /> experience to say look <unclear /> actually do something",8,19_29
S0336,S2C9,939,exactly like she doesn't need someone who's gonna plan their future because she's just trying to work out stuff,23,19_29
S0362,S2C9,940,hers,1,19_29
S0336,S2C9,941,"herself yeah <pause dur=""long"" />",2,19_29
S0362,S2C9,942,"yeah <pause dur=""long"" /> I <unclear>couldn't</unclear> live with <anon nameType=""f"" type=""name"" /> god",6,19_29
S0336,S2C9,943,"that'd be <unclear>cruel</unclear> I mean like she'd be a nightmare every time you had a bill like <pause dur=""short"" /> like I can just see her <pause dur=""short"" /> being so picky and stuff and like <pause dur=""short"" /> trying to get out of any extra cost <pause dur=""short"" /> it's an awkward one though cos <pause dur=""short"" /> <anon nameType=""f"" type=""name"" />'s doing <anon nameType=""f"" type=""name"" /> a favour in that obviously whatever she pays is helping <anon nameType=""f"" type=""name"" /> pay off her mortgage",65,19_29
S0362,S2C9,944,yeah,1,19_29
S0336,S2C9,945,"so I think the I think they both pay like three hundred pound a month or something and that's their that's their mortgage and their bills so it's cheap for <anon nameType=""f"" type=""name"" /> even cheaper for <anon nameType=""f"" type=""name"" /> cos she's laughing like <pause dur=""short"" /> she's got somebody else paying off her mortgage for her <pause dur=""short"" /> but",55,19_29
S0362,S2C9,946,"yeah how would do you like <unclear /> you do know that if you move in with me like <pause dur=""short"" /> I will be sort of like using your money to",28,19_29
S0336,S2C9,947,yeah,1,19_29
S0362,S2C9,948,pay off my mortgage you can do it the option's there but I don't ever want to think like oh my god I you've got so much money and I haven't,35,19_29
S0336,S2C9,949,"yeah <pause dur=""short"" /> it's awkward and I don't know you know like if it got to a point where <anon nameType=""f"" type=""name"" /> thought oh all of a sudden like actually I want my space like this is my house like can you get out like it's awkward <pause dur=""long"" />",46,19_29
S0362,S2C9,950,how much is her mortgage then?,7,19_29
S0336,S2C9,951,"not a lot I don't think erm <pause dur=""long"" /> I know her her mum had like from what I can gather her mum had savings that she was gonna put in a savings account but that she knew wasn't gonna make a lot of money",47,19_29
S0362,S2C9,952,right,1,19_29
S0336,S2C9,953,"so instead she's put it into <anon nameType=""f"" type=""name"" />'s house but not into <anon nameType=""f"" type=""name"" />'s house in a like oh I've given you like forty grand for your house",30,19_29
S0362,S2C9,954,mm,1,19_29
S0336,S2C9,955,"in a in a way of like when you move out you can give me that money back with whatever interest it's earned <pause dur=""short"" /> so but because of that obviously <pause dur=""short"" /> this meant that <anon nameType=""f"" type=""name"" />'s mortgage is a lot <pause dur=""short"" /> smaller",40,19_29
S0362,S2C9,956,mm,1,19_29
S0336,S2C9,957,so I think her mortgage is something like four hundred and fifty pound a month it's not a lot,20,19_29
S0362,S2C9,958,so basically she's getting everything for free,8,19_29
S0336,S2C9,959,yeah,1,19_29
S0362,S2C9,960,and she won't be paying paid badly,8,19_29
S0336,S2C9,961,"no <pause dur=""long"" /> I think <anon nameType=""f"" type=""name"" />'s on more money that <anon nameType=""f"" type=""name"" />",10,19_29
S0362,S2C9,962,is she?,3,19_29
S0336,S2C9,963,cos I think she's obviously at a private school,10,19_29
S0362,S2C9,964,<unclear />,1,19_29
S0336,S2C9,965,"erm <pause dur=""long"" /> cos <anon nameType=""f"" type=""name"" /> seemed a bit pissed off about it <vocal desc=""laugh"" />",10,19_29
S0362,S2C9,966,cos she's at private school that's what,9,19_29
S0336,S2C9,967,"she's also like obviously she doesn't do full-time <unclear /> cos obviously like when you're in private school you're with the kids all day <pause dur=""short"" /> when you teach in sixth form or whatever you teach like",38,19_29
S0362,S2C9,968,and,1,19_29
S0336,S2C9,969,half the classes yeah,4,19_29
S0362,S2C9,970,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,971,yeah,1,19_29
S0362,S2C9,972,can't resent it,4,19_29
S0336,S2C9,973,no,1,19_29
S0362,S2C9,974,that looks like a <unclear />,5,19_29
S0336,S2C9,975,"that's my little Valentine's present from <anon nameType=""m"" type=""name"" /> <vocal desc=""laugh"" />",9,19_29
S0362,S2C9,976,Valentine's?,3,19_29
S0336,S2C9,977,yeah trying to fatten me up,6,19_29
S0362,S2C9,978,<unclear />,1,19_29
S0336,S2C9,979,massive <unclear />,2,19_29
S0362,S2C9,980,"<unclear /> <vocal desc=""laugh"" /> <pause dur=""long"" /> this looks some serious",5,19_29
S0336,S2C9,981,"yeah I've got some <unclear /> well we've got a few of them already <pause dur=""short"" /> and like some refreshers and stuff <pause dur=""short"" /> but it's a good box",27,19_29
S0362,S2C9,982,"I like that <pause dur=""long"" /> <anon nameType=""m"" type=""name"" /> and <anon nameType=""m"" type=""name"" /> and <anon nameType=""f"" type=""name"" /> the way it looks that",13,19_29
S0336,S2C9,983,mm,1,19_29
S0362,S2C9,984,have you,2,19_29
S0336,S2C9,985,his parents bought it I painted the gold one,9,19_29
S0362,S2C9,986,right,1,19_29
S0336,S2C9,987,"yeah <vocal desc=""laugh"" /> <anon nameType=""m"" type=""name"" />'s had the <unclear>R</unclear> for ages his mum bought it a few years ago for him",17,19_29
S0362,S2C9,988,okay,1,19_29
S0336,S2C9,989,erm,1,19_29
S0362,S2C9,990,in white?,3,19_29
S0336,S2C9,991,in white,2,19_29
S0362,S2C9,992,okay,1,19_29
S0336,S2C9,993,and then we kind of brought it here and I thought oh yeah it's quite cute can we get an R and an S so we asked his mum to buy me one for my birthday,37,19_29
S0362,S2C9,994,yeah,1,19_29
S0336,S2C9,995,erm,1,19_29
S0362,S2C9,996,got it?,3,19_29
S0336,S2C9,997,so yeah it will go in the hallway at some point when it's all finished,16,19_29
S0362,S2C9,998,that'll be nice,4,19_29
S0336,S2C9,999,yeah I want to paint them,6,19_29
S0362,S2C9,1000,"yeah there's <pause dur=""short"" /> like <anon nameType=""f"" type=""name"" />'s found loads of stuff like that like table there's loads of table mats",20,19_29
S0336,S2C9,1001,mm,1,19_29
S0362,S2C9,1002,"just keep going oh let's get that it would be really nice it's like no <pause dur=""short"" /> I don't mind having it like that",25,19_29
S0336,S2C9,1003,mm,1,19_29
S0362,S2C9,1004,"we want mugs with <pause dur=""short"" /> r and H",7,19_29
S0336,S2C9,1005,yeah,1,19_29
S0362,S2C9,1006,cos that would look better but you can't like have loads though,13,19_29
S0336,S2C9,1007,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,1008,"cos it's just embarrassing <pause dur=""short"" /> you can have table mats with R and H like <trunc>li</trunc> the yeah yeah it's cute isn't it? it's not cute",29,19_29
S0336,S2C9,1009,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,1010,"I'm not about that <vocal desc=""laugh"" />",5,19_29
S0336,S2C9,1011,personalised erm,2,19_29
S0362,S2C9,1012,mm cushions,2,19_29
S0336,S2C9,1013,"er <vocal desc=""laugh"" /> bless her",3,19_29
S0362,S2C9,1014,oh which one's yours? oh you've got <unclear /> that's cute,14,19_29
S0336,S2C9,1015,"<vocal desc=""laugh"" /> I don't know",4,19_29
S0362,S2C9,1016,yeah yeah yeah which is which is fine I can do that,12,19_29
S0336,S2C9,1017,mm,1,19_29
S0362,S2C9,1018,"but not <unclear /> <vocal desc=""laugh"" /> <pause dur=""long"" /> there are certain things",7,19_29
S0336,S2C9,1019,so have you guys got a plan? have you got like are you aiming for a certain,18,19_29
S0362,S2C9,1020,no,1,19_29
S0336,S2C9,1021,are you just gonna,5,19_29
S0362,S2C9,1022,you we can't,4,19_29
S0336,S2C9,1023,do it when you?,5,19_29
S0362,S2C9,1024,"we can't no there's no point <pause dur=""short"" /> although living at her house is at the minute is proving",19,19_29
S0336,S2C9,1025,awkward?,2,19_29
S0362,S2C9,1026,oh just,2,19_29
S0336,S2C9,1027,is it her brother or what?,7,19_29
S0362,S2C9,1028,yeah,1,19_29
S0336,S2C9,1029,"mm <pause dur=""short"" /> it was my brother that drove me out of my house",12,19_29
S0362,S2C9,1030,"we just can't have a relationship <anon nameType=""f"" type=""name"" /> like <pause dur=""short"" /> <vocal desc=""laugh"" /> <pause dur=""short"" /> because <pause dur=""short"" /> ah it you just can't like",17,19_29
S0336,S2C9,1031,which is a shame isn't it?,8,19_29
S0362,S2C9,1032,quite shit,2,19_29
S0336,S2C9,1033,cos you know you <trunc>li</trunc> you knew you know you'd get on if you weren't living in like under each other's,23,19_29
S0362,S2C9,1034,"I know I get seriously stressed <pause dur=""short"" /> for no reason",9,19_29
S0336,S2C9,1035,yeah,1,19_29
S0362,S2C9,1036,"she's like what's wrong with you? I was like I just ah <pause dur=""short"" /> it's easy when it it's easier if it's your own brother like",30,19_29
S0336,S2C9,1037,mm,1,19_29
S0362,S2C9,1038,"when he <vocal desc=""laugh"" /> <pause dur=""short"" /> I <trunc>ca</trunc> cos you can't say anything",9,19_29
S0336,S2C9,1039,yeah,1,19_29
S0362,S2C9,1040,"with my brother I'd say look stop being a fucking dickhead <pause dur=""short"" /> but I can't say that",18,19_29
S0336,S2C9,1041,"I think <anon nameType=""m"" type=""name"" /> feels that way with <anon nameType=""m"" type=""name"" /> sometimes like you literally have to sit there and go like but in your head you're like what the fuck? shut up",32,19_29
S0362,S2C9,1042,or like her parents like literally pamper to it,9,19_29
S0336,S2C9,1043,really?,2,19_29
S0362,S2C9,1044,"like he and <trunc>li</trunc> like for example yesterday he unloaded the dishwasher his mum just like high-fived him <pause dur=""short"" /> like as she walked past like it was really awkward and she was like oh yeah <pause dur=""long"" /> like it was not as sad as it sounds <pause dur=""short"" /> but I was like are you fucking joking?",51,19_29
S0336,S2C9,1045,you don't have to reward him every time he does like,12,19_29
S0362,S2C9,1046,they <trunc>di</trunc> they <trunc>di</trunc> yeah,3,19_29
S0336,S2C9,1047,this thing yeah,3,19_29
S0362,S2C9,1048,"it's like are you fucking joking? he's twenty <pause dur=""short"" /> but like <pause dur=""short"" /> he's literally leaves the house in a fucking shithole all the time he goes to bed with his missus who's a fucking miserable so-and-so he goes at like nine o'clock <trunc>ev</trunc> like but even before that",50,19_29
S0336,S2C9,1049,how old is he?,5,19_29
S0362,S2C9,1050,he she's nineteen he's <trunc>t</trunc> twenty,7,19_29
S0336,S2C9,1051,what does he do?,5,19_29
S0362,S2C9,1052,like <trunc>whatev</trunc> I I dunno but they go and watch TV or go to sleep or I dunno whatever,22,19_29
S0336,S2C9,1053,what do they do during the day?,8,19_29
S0362,S2C9,1054,he works does something similar to me,7,19_29
S0336,S2C9,1055,okay,1,19_29
S0362,S2C9,1056,and she doesn't work at the minute,8,19_29
S0336,S2C9,1057,okay,1,19_29
S0362,S2C9,1058,"cos she she was working at Ikea and was gonna get sacked <pause dur=""short"" /> because she was that shit attendance but left because",22,19_29
S0336,S2C9,1059,cos that's <unclear />,4,19_29
S0362,S2C9,1060,well they they said you're better off walking rather than being sacked,13,19_29
S0336,S2C9,1061,mm,1,19_29
S0362,S2C9,1062,"so so <trunc>li</trunc> like I'm like yeah <trunc>h</trunc> like literally it's I know this is really stupid but it's not really when you're in a relationship but like his bedroom's like there and her bed like backs onto it <pause dur=""short"" /> and his",44,19_29
S0336,S2C9,1063,is the other side,4,19_29
S0362,S2C9,1064,is like the other side and we never noticed how thin the wall was until we moved the bed cos it used to be on like say that wall,29,19_29
S0336,S2C9,1065,yeah,1,19_29
S0362,S2C9,1066,"and we moved it to here and like literally you can hear <pause dur=""short"" /> the conversations so you're just like",19,19_29
S0336,S2C9,1067,no privacy,2,19_29
S0362,S2C9,1068,"oh no and it's <pause dur=""short"" /> and I'm just like so lying there just going this is fucking ridiculous <pause dur=""short"" /> again like oh there's no relationship like",27,19_29
S0336,S2C9,1069,yeah,1,19_29
S0362,S2C9,1070,"<vocal desc=""sigh"" /> it fucks me off er it like I have to honestly keep myself sane by going look it'll be fine like",22,19_29
S0336,S2C9,1071,yeah,1,19_29
S0362,S2C9,1072,and we,2,19_29
S0336,S2C9,1073,it's a means to an end,7,19_29
S0362,S2C9,1074,I said to her yesterday I said look we like I can't ever be like myself in terms of,20,19_29
S0336,S2C9,1075,yeah,1,19_29
S0362,S2C9,1076,"like do silly things or be romantic or edge anything cos everyone knows about it and I don't want fucking everyone to know about it <pause dur=""short"" /> I'm more I'm quite a",33,19_29
S0336,S2C9,1077,I know what you mean,5,19_29
S0362,S2C9,1078,"for <trunc>actua</trunc> I'm quite private like if like <anon nameType=""m"" type=""name"" /> did something <pause dur=""short"" /> sometimes",12,19_29
S0336,S2C9,1079,yeah,1,19_29
S0362,S2C9,1080,you're not gonna spout it,7,19_29
S0336,S2C9,1081,"no <pause dur=""short"" /> I don't think he'd do it if he had an audience",14,19_29
S0362,S2C9,1082,no or like,3,19_29
S0336,S2C9,1083,"it's also it's it's like the silliest little things as well like <pause dur=""short"" /> you know like sometimes you know when you're in a bad mood? sometimes you just wanna be in a bad mood and when you're in front of somebody else's family you can't just be in a shit mood like sometimes I I come home from work and I'm not necessarily a bitch to <anon nameType=""m"" type=""name"" /> but I literally just think I a I just wanna be in a bad mood like just let me be in a bad mood and let me just stew let me just",109,19_29
S0362,S2C9,1084,sit and just think,4,19_29
S0336,S2C9,1085,sit and be but like when you're when you're in a house full of people you can't just you can't just sit and be you can't just be,33,19_29
S0362,S2C9,1086,because you <trunc>fee</trunc> feel like you're being judged,8,19_29
S0336,S2C9,1087,yeah,1,19_29
S0362,S2C9,1088,"<vocal desc=""sigh"" /> fucking hell and then like obviously we say oh well well every time I go out or do something I feel like I'm being judged <pause dur=""short"" /> whether I am or not",31,19_29
S0336,S2C9,1089,no I doubt you are,5,19_29
S0362,S2C9,1090,but,1,19_29
S0336,S2C9,1091,but I know what you mean,6,19_29
S0362,S2C9,1092,"like <trunc>fro</trunc> everyone says <unclear /> but like <pause dur=""short"" /> ah like cos cos <trunc>sh</trunc> her mum made the one point to me once <pause dur=""short"" /> but I you know you have to sort of cut back <pause dur=""short"" /> you know when you go out you're you can't be spending that much money and I I don't fucking spend much money",55,19_29
S0336,S2C9,1093,no,1,19_29
S0362,S2C9,1094,I spend like if I was to go out I'd spend thirty,13,19_29
S0336,S2C9,1095,yeah,1,19_29
S0362,S2C9,1096,"thirty quid <pause dur=""short"" /> I'd spent forty actually on Saturday which is unheard of",13,19_29
S0336,S2C9,1097,yeah,1,19_29
S0362,S2C9,1098,"<vocal desc=""sigh"" /> but like you just I just think <pause dur=""short"" /> fuck <pause dur=""short"" /> it's annoying",11,19_29
S0336,S2C9,1099,yeah,1,19_29
S0362,S2C9,1100,"and like even little things like my washing right? <pause dur=""short"" /> <vocal desc=""sigh"" /> and it's cos it's I should feel so grateful about it but it gets done all the time for me <pause dur=""short"" /> and you know I do it for every other people but <pause dur=""short"" /> like I lose shit I walked in yesterday and he was wearing two of my socks and they were odd so it would be even worse I'm gonna have to wait even longer to get my socks back I was like mate what the fuck are you wearing my socks for? like and he made a joke about it I was fuming <pause dur=""short"" /> like this stupid little thing",113,19_29
S0336,S2C9,1101,you know they're my socks yeah,7,19_29
S0362,S2C9,1102,"they're mine yeah one was my favourite one as well my meerkat ones <pause dur=""short"" /> and he's fucking got them on like odd ones as well like at least fucking put a pair on",34,19_29
S0336,S2C9,1103,"so what does it does <anon nameType=""f"" type=""name"" />'s mum do like a like a group wash then?",17,19_29
S0362,S2C9,1104,"<trunc>ye</trunc> well there's so much going on like it's <pause dur=""short"" /> yes <trunc>sh</trunc> the washing machine's on all the time and like literally all the time there's <trunc>fo</trunc> four people sometimes like and that was the thing like when he was living cos he like got well into this girl quickly <pause dur=""short"" /> er and they basically spent no time apart and was living at er hers basically for literally like three months like we <trunc>didn</trunc> nobody saw him <pause dur=""short"" /> so it was quite stressful in terms of that her parents were getting stressed they were like",92,19_29
S0336,S2C9,1105,wow,1,19_29
S0362,S2C9,1106,"nobody like if you just he like they were getting really stressed out for him and now I think like they've had <pause dur=""short"" /> a few talkings to and I think now it's actually like struck shit like",38,19_29
S0336,S2C9,1107,yeah,1,19_29
S0362,S2C9,1108,"erm they helped me out seriously man and like I need to spend time there I'm only twenty round and round and round and round yeah and now they spend all the time at <pause dur=""short"" /> at hers <pause dur=""short"" /> so it's just like",42,19_29
S0336,S2C9,1109,that's a lot of people for one house,9,19_29
S0362,S2C9,1110,"I mean literally <pause dur=""short"" /> don't er it's it's embarrassing <pause dur=""short"" /> so much so <anon nameType=""m"" type=""name"" /> this really wound me up but a daren't say anything but like <pause dur=""short"" /> her dad would do it for her er all the time but like sometimes it's just like just I don't you just don't notice it <pause dur=""short"" /> he drove home from work the other <trunc>morn</trunc> he'd been at work Sunday morning <anon nameType=""m"" type=""name"" /> he got up <anon nameType=""m"" type=""name"" /> his brother got up <vocal desc=""misc"" /> jumps up <pause dur=""short"" /> went out with her his missus went oh I need to go to the shop to get some erm must got to get some fags and he was like oh do you wanna take mine? and he was like no no no it's fine I'll just take mine and it's like oh well you know I just wondered cos like mine's gonna be warm and everything cos I just drove it <pause dur=""short"" /> what the fuck? warm? a car gets warm in a minute <pause dur=""short"" /> and little things like that <pause dur=""short"" /> like stop pandering him",181,19_29
S0336,S2C9,1111,yeah,1,19_29
S0362,S2C9,1112,like don't want a fucking cold car,8,19_29
S0336,S2C9,1113,"yeah <pause dur=""short"" /> drive your car",4,19_29
S0362,S2C9,1114,"and I yeah and I'm just like so <unclear /> er and it pissed me off and then I'm just and then I'm a misery with <anon nameType=""f"" type=""name"" />",29,19_29
S0336,S2C9,1115,yeah,1,19_29
S0362,S2C9,1116,"and <anon nameType=""f"" type=""name"" />'s like are you alright? and I'm just like <trunc>ye</trunc> <trunc>t</trunc> yeah she's well you're not <pause dur=""short"" /> well I I can't say",26,19_29
S0336,S2C9,1117,I'm not allowed to,5,19_29
S0362,S2C9,1118,what I'm feeling,4,19_29
S0336,S2C9,1119,yeah,1,19_29
S0362,S2C9,1120,"<vocal desc=""sigh"" /> oh <trunc>go</trunc> oh",2,19_29
S0336,S2C9,1121,that sounds horrible,3,19_29
S0362,S2C9,1122,but and er on the flipside,6,19_29
S0336,S2C9,1123,you're being looked after,5,19_29
S0362,S2C9,1124,I'm being well looked after I don't pay a thing I'm <trunc>s</trunc> I can I say save but if I was living on my own I wouldn't have any money,33,19_29
S0336,S2C9,1125,mm,1,19_29
S0362,S2C9,1126,"erm <pause dur=""short"" /> I'm trying to be better with my money but when so work with the business like the costs hit you like",23,19_29
S0336,S2C9,1127,yeah,1,19_29
S0362,S2C9,1128,"the like term like over weekends gone I had like loads of costs come out accountancy <pause dur=""short"" /> er from what <anon nameType=""m"" type=""name"" /> did erm er some rental that came out er from a hall and you know as ever I'm just like oh fuck like there goes the hundred <trunc>qui</trunc> pound I was saving",52,19_29
S0336,S2C9,1129,yeah,1,19_29
S0362,S2C9,1130,and I'm just like it's <unclear /> so I'm <unclear /> at it and it's a bit well like <trunc>fu</trunc> I'm like I I genuinely know how much I'm gonna pay and she's like,39,19_29
S0336,S2C9,1131,yeah,1,19_29
S0362,S2C9,1132,no that's fine it's fine it's fine yeah but I can't live in this anymore,19,19_29
S0336,S2C9,1133,no,1,19_29
S0362,S2C9,1134,but like I go home and my tea will be ready a lot of time or I'll come home and there'll be the <trunc>foo</trunc> cupboard's full,28,19_29
S0336,S2C9,1135,yeah,1,19_29
S0362,S2C9,1136,I get,2,19_29
S0336,S2C9,1137,whatever you want,3,19_29
S0362,S2C9,1138,"whatever I want yeah cos provide teas and <pause dur=""short"" /> you know and it's everywhere I need there's like lunch all it cost me I'll buy a <trunc>bo</trunc> a bottle of wine every you know now and again whenever I go to get whenever I go and get some beers for myself I'll always",55,19_29
S0336,S2C9,1139,yeah,1,19_29
S0362,S2C9,1140,you know get a bottle of wine or something to say thanks or get some flowers,16,19_29
